epoch,time,tr_loss,tr_accu,vl_loss,vl_accu,model,tuning_version,dataname,vl_ratio,ts_ratio,shuffle,normalize,i_stt,i_end,X_length,y_length,y_offset,stride_length,criterion,metrics,optimizer,learning_rate,momentum,weight_decay,scheduler,idx,constant,epochs,on,patience,delta,verbose,T_0,T_mult,eta_max,T_up,gamma
95,126.0702918,0.012134104,0.854619565,0.373594712,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
96,127.3806543,0.011016326,0.851222826,0.373599441,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
97,128.6879382,0.010508591,0.850203804,0.37360812,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
98,129.9970078,0.011128399,0.863790761,0.373614847,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
99,131.3052146,0.009973999,0.859714674,0.373604403,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
100,132.609715,0.010672511,0.858695652,0.373598384,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
101,133.9202838,0.009494742,0.860733696,0.373599911,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
102,135.2280107,0.009374926,0.863111413,0.373601099,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
103,136.5335426,0.011599134,0.860733696,0.373598462,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
104,137.8431253,0.010756117,0.862771739,0.373596945,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
105,139.1535807,0.013554242,0.850543478,0.373599065,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
106,140.4587398,0.013555262,0.855978261,0.373604851,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
107,141.7672458,0.012674638,0.85767663,0.373608077,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
108,143.0761886,0.008888557,0.854279891,0.373606622,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
1,1.688164234161377,0.7799179189555023,0.4908288043478261,0.6985399693739219,0.4805327868852459,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
2,3.0308163166046143,0.7042677289117938,0.4969429347826087,0.691144477148525,0.5245901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
3,4.359936475753784,0.6977278697101966,0.5112092391304348,0.6926640672761886,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
4,5.676091432571411,0.6933354602559753,0.49116847826086957,0.6924290275964581,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
5,6.996975421905518,0.6930449948362682,0.49184782608695654,0.692375657011251,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
6,8.311151266098022,0.6933178069150966,0.49728260869565216,0.692653947189206,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
7,9.626970291137695,0.6927120364878488,0.49626358695652173,0.6912249131280868,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
8,10.933416366577148,0.6924363922165788,0.4935461956521739,0.6885162034972769,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
9,12.249949216842651,0.6888783156223919,0.5016983695652174,0.6375586673861644,0.6260245901639344,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
10,13.573123216629028,0.6598725623410681,0.5166440217391305,0.5864617252936128,0.5297131147540983,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
11,14.886303186416626,0.632712918293217,0.5631793478260869,0.5501394183909307,0.6598360655737705,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
12,16.198522090911865,0.6323444012390531,0.5631793478260869,0.5361687218556639,0.6854508196721312,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
13,17.518022775650024,0.6299275148497976,0.5461956521739131,0.5587906173018159,0.4733606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
14,18.833139419555664,0.594348964969749,0.5594429347826086,0.563832633808011,0.5635245901639344,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
15,20.141639947891235,0.5860284191110859,0.5981657608695652,0.5295076516808056,0.6526639344262295,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
16,21.47052025794983,0.5738339348007804,0.6334918478260869,0.5065128021552915,0.6905737704918032,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
17,22.789482593536377,0.5642037798205147,0.6273777173913043,0.4693408999286714,0.7028688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
18,24.105263233184814,0.5804197668381359,0.6300951086956522,0.5262188022253943,0.6875,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
19,25.413020372390747,0.5721843850029551,0.6511548913043478,0.5000811473267978,0.7049180327868853,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
20,26.722867488861084,0.5693773998190528,0.6616847826086957,0.47069972558099715,0.757172131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
21,28.043943166732788,0.5450883695612783,0.6813858695652174,0.48532443652387525,0.7213114754098361,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
22,29.36579155921936,0.5102885567947574,0.7000679347826086,0.42448768263957537,0.701844262295082,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
23,30.68416404724121,0.49026129435261956,0.7126358695652174,0.36960793787338697,0.867827868852459,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
24,31.999271154403687,0.4864638795995194,0.7340353260869565,0.40456325157743983,0.7848360655737705,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
25,33.30492377281189,0.44764802256680053,0.772078804347826,0.3247714304044598,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
26,34.62055802345276,0.43971057592526724,0.7741168478260869,0.3894754345299768,0.8565573770491803,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
27,35.93797779083252,0.42887503678060096,0.7866847826086957,0.351493164164121,0.8729508196721312,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
28,37.244526386260986,0.42528685490074364,0.7900815217391305,0.311641447123934,0.8965163934426229,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
29,38.561705112457275,0.40959244634470215,0.8012907608695652,0.29684547640261105,0.8534836065573771,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
30,39.86733365058899,0.400842756356882,0.8002717391304348,0.2760720529028627,0.8709016393442623,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
31,41.18700957298279,0.3963481573711919,0.795516304347826,0.35481282433525463,0.8780737704918032,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
32,42.51033067703247,0.3745771899171498,0.8172554347826086,0.27781991489598007,0.8811475409836066,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
33,43.82142162322998,0.37594585703766864,0.8213315217391305,0.28803493339018743,0.8872950819672131,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
34,45.126495122909546,0.3595322836190462,0.8274456521739131,0.27206724845483654,0.9108606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
35,46.44308114051819,0.3646276361997361,0.8260869565217391,0.2678023367875912,0.8770491803278688,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
36,47.75452899932861,0.35180258022054384,0.8298233695652174,0.2681422641531366,0.8729508196721312,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
37,49.06767296791077,0.34959176729392744,0.8305027173913043,0.25084630583153394,0.8995901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
38,50.38208508491516,0.3435962752479574,0.84375,0.27983442376383016,0.8524590163934426,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
39,51.688385009765625,0.34086456457557884,0.8403532608695652,0.2547577330079235,0.875,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
40,52.99776363372803,0.33830491364326165,0.8468070652173914,0.25217830524092816,0.8801229508196722,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
41,54.30590486526489,0.3208872160833815,0.8505434782608695,0.2437158294144224,0.8811475409836066,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
42,55.62827253341675,0.32865850149613357,0.8444293478260869,0.23646319376640632,0.8944672131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
43,56.95262098312378,0.3084660677806191,0.8603940217391305,0.24235331657968584,0.8770491803278688,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
44,58.26544451713562,0.3132106558946164,0.8505434782608695,0.23789969465283098,0.8944672131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
45,59.57871437072754,0.31113844174567773,0.8559782608695652,0.23565881491684523,0.8811475409836066,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
46,60.8998498916626,0.30014912273896777,0.8665081521739131,0.23742240447489943,0.8811475409836066,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
47,62.21997690200806,0.31087523719052906,0.8491847826086957,0.23738137205116083,0.8811475409836066,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
48,63.5372679233551,0.29827540647238493,0.8637907608695652,0.23266138124172805,0.8872950819672131,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
49,64.85574316978455,0.3018780850359927,0.8576766304347826,0.23073391433133453,0.8883196721311475,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
50,66.17405486106873,0.31472788787568395,0.8532608695652174,0.230548623521797,0.8883196721311475,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
51,67.49120616912842,0.3024024979170898,0.850203804347826,0.2305229236600829,0.8883196721311475,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
52,68.8117299079895,0.30713527997874696,0.8536005434782609,0.23038531131431705,0.8995901639344263,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
53,70.13255405426025,0.3031206862272128,0.8631114130434783,0.27274915527124877,0.8483606557377049,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
54,71.44792914390564,0.3236789152674053,0.8461277173913043,0.2322585839228552,0.8934426229508197,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
55,72.7659821510315,0.32213971265794145,0.8447690217391305,0.24040601793371263,0.8924180327868853,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
56,74.0763840675354,0.32808004607163044,0.842391304347826,0.2339929460746343,0.9149590163934426,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
57,75.38899993896484,0.3155529797077179,0.8549592391304348,0.24640820224265583,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
58,76.69810104370117,0.32589962434671493,0.8525815217391305,0.25248944295234366,0.8985655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
59,78.00914096832275,0.3135133003006163,0.8546195652173914,0.2471698242865625,0.8770491803278688,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
60,79.31824445724487,0.3122675231374476,0.8597146739130435,0.26110369834255,0.8780737704918032,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
61,80.62646746635437,0.3050848366692662,0.8597146739130435,0.28015809567248234,0.8463114754098361,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
62,81.94051313400269,0.31838797320328327,0.8536005434782609,0.2656211685694632,0.8688524590163934,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
63,83.24766206741333,0.30203452139444975,0.8620923913043478,0.2379095793747511,0.8924180327868853,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
64,84.55902290344238,0.31619645396004553,0.8542798913043478,0.2669011231084339,0.867827868852459,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
65,85.87274384498596,0.31531348006556864,0.8505434782608695,0.2623012742546738,0.8657786885245902,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
66,87.17787718772888,0.3041074026537978,0.859375,0.28325335925719775,0.8473360655737705,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
67,88.47766995429993,0.3049448906322536,0.8583559782608695,0.24835664864446297,0.8934426229508197,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
68,89.78141260147095,0.3053910660193018,0.8556385869565217,0.2594225199007597,0.8709016393442623,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
69,91.08855962753296,0.3063159589048313,0.860733695652174,0.2645254326892681,0.8637295081967213,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
70,92.39833545684814,0.29711989329560945,0.8678668478260869,0.25683087770079005,0.8719262295081968,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
71,93.7114610671997,0.29238128236940375,0.8654891304347826,0.24854116239508645,0.8709016393442623,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
72,95.01817870140076,0.3039300193119308,0.8573369565217391,0.26691254533705167,0.882172131147541,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
73,96.32168316841125,0.2966833421960473,0.8634510869565217,0.261696029881962,0.860655737704918,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
74,97.62762331962585,0.29323751357910427,0.8603940217391305,0.24030281872045797,0.8852459016393442,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
75,98.93716478347778,0.2900091743542124,0.8627717391304348,0.2370454733733271,0.8903688524590164,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
76,100.21543979644775,0.29144939018980315,0.8678668478260869,0.25458996193330796,0.8688524590163934,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
77,101.53199577331543,0.27757783470999287,0.8722826086956522,0.24184600178335533,0.8729508196721312,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
78,102.84414029121399,0.2815935296289947,0.8726222826086957,0.2327433877059671,0.8852459016393442,CNN_c,CNN_c,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0,0.9,0.05,SGDR_up,,,500.0,True,100,0,True,50.0,1.0,0.0005,3.0,0.2
