epoch,time,tr_loss,tr_accu,vl_loss,vl_accu,model,tuning_version,dataname,vl_ratio,ts_ratio,shuffle,normalize,i_stt,i_end,X_length,y_length,y_offset,stride_length,criterion,metrics,optimizer,learning_rate,momentum,weight_decay,scheduler,idx,constant,epochs,on,patience,delta,verbose,T_0,T_mult,eta_max,T_up,gamma
119,78.35517693,0.008802125,0.576766304,0.492829299,0.528125,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
120,79.0004909,0.009357908,0.591032609,0.50135867,0.526041667,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
121,79.65307879,0.010084812,0.609035326,0.370088613,0.544791667,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
122,80.30200744,0.008350109,0.599184783,0.396421814,0.576041667,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
123,80.94899464,0.010570607,0.614809783,0.513395066,0.552083333,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
124,81.59546328,0.011032785,0.619565217,0.402122602,0.55625,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
125,82.2447083,0.010946022,0.592391304,0.5089901,0.511458333,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
126,82.89396572,0.008067347,0.5859375,0.552100128,0.497916667,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
127,83.53944802,0.008080094,0.58763587,0.526370508,0.504166667,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
128,84.19247651,0.008779894,0.593410326,0.554850553,0.505208333,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
129,84.83770633,0.006753778,0.598505435,0.570466076,0.509375,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
130,85.48390698,0.00803441,0.590353261,0.577322503,0.502083333,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
131,86.13119125,0.006127638,0.610394022,0.443750949,0.535416667,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
132,86.7765913,0.007902027,0.597486413,0.420166017,0.534375,CNN_a,CNN_a,FordA,0.2,0.2,False,True,0,,32,32,0,32,BCEE,Correctness,Adam,0.0001,0.0,,500,,,,True,100,0,True,,,,,
1,1.665614128,0.683766766,0.513586957,0.614733639,0.473360656,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
2,3.026068687,0.540039311,0.566915761,0.424798636,0.56147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
3,4.375662565,0.411127532,0.656589674,0.441996453,0.75204918,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
4,5.675507307,0.338079254,0.699728261,0.34549592,0.739754098,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
5,7.015866041,0.284666843,0.737432065,0.370223443,0.829918033,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
6,8.323305845,0.257274178,0.774456522,0.307032768,0.699795082,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
7,9.663434029,0.195624124,0.801290761,0.305857004,0.740778689,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
8,11.00873995,0.1616191,0.811141304,0.273573836,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
9,12.36146283,0.142882826,0.817934783,0.298942236,0.702868852,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
10,13.66258526,0.115898319,0.81080163,0.371605257,0.707991803,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
11,14.96356153,0.093705715,0.823369565,0.307209694,0.760245902,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
12,16.2745595,0.083649191,0.821671196,0.370536506,0.830942623,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
13,17.47726893,0.068432099,0.836956522,0.322326367,0.738729508,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
14,18.77854848,0.058177485,0.832201087,0.332418572,0.740778689,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
15,20.08604813,0.03821502,0.829483696,0.391452444,0.706967213,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
16,21.39293098,0.049576729,0.858355978,0.337047002,0.74795082,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
17,22.70016646,0.036037691,0.857336957,0.337841547,0.760245902,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
18,24.00117421,0.033929298,0.8671875,0.340840169,0.74897541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
19,25.30107617,0.03166072,0.854279891,0.334391612,0.771516393,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
20,26.60873628,0.027083458,0.858016304,0.33712992,0.745901639,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
21,27.92020583,0.022937807,0.84986413,0.345417705,0.734631148,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
22,29.22502708,0.022707023,0.870584239,0.350366502,0.744877049,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
23,30.52785182,0.021737517,0.862432065,0.357854187,0.733606557,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
24,31.83162618,0.019450825,0.860394022,0.347978078,0.74795082,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
25,33.13636017,0.019773831,0.859035326,0.349429049,0.744877049,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
26,34.45165372,0.0193139,0.8515625,0.355510865,0.74795082,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
27,35.75403285,0.014569104,0.836956522,0.363082529,0.74692623,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
28,37.05920815,0.014485559,0.836616848,0.363117139,0.737704918,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
29,38.36220503,0.014083636,0.843070652,0.361882783,0.743852459,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
30,39.67154145,0.01725984,0.85767663,0.367012557,0.769467213,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
31,40.97835827,0.013715151,0.855638587,0.36330364,0.75307377,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
32,42.28390908,0.011103073,0.859035326,0.365707846,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
33,43.60460281,0.012824035,0.853600543,0.367052704,0.74897541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
34,44.99605799,0.014055838,0.847826087,0.374412329,0.763319672,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
35,46.30687594,0.013823279,0.852581522,0.370697428,0.755122951,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
36,47.60224128,0.013844312,0.854619565,0.369736821,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
37,48.90805912,0.010573785,0.854959239,0.368484068,0.754098361,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
38,50.21315145,0.011885937,0.860394022,0.375523528,0.763319672,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
39,51.52197146,0.010641484,0.856657609,0.370916387,0.75204918,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
40,52.83057499,0.014052805,0.84986413,0.375065771,0.762295082,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
41,54.13879371,0.012655101,0.855298913,0.37271239,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
42,55.44332147,0.010841317,0.860733696,0.371159943,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
43,56.73044276,0.01092227,0.861413043,0.373155557,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
44,58.01520967,0.01157776,0.852241848,0.372764344,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
45,59.31855798,0.012679351,0.865149457,0.374118174,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
46,60.62127447,0.012581523,0.857336957,0.371894984,0.754098361,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
47,61.92829657,0.012342008,0.857336957,0.372985211,0.759221311,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
48,63.23604083,0.01167802,0.856657609,0.372322619,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
49,64.60139823,0.012083786,0.853940217,0.373099068,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
50,65.96892715,0.012619119,0.855978261,0.372710364,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
51,67.3314805,0.012074545,0.852241848,0.373510485,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
52,68.70123959,0.013994678,0.856317935,0.374476436,0.760245902,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
53,70.06471062,0.013426285,0.862092391,0.374591003,0.760245902,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
54,71.43303132,0.01077985,0.854279891,0.375002386,0.760245902,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
55,72.79595923,0.010819621,0.86107337,0.373712367,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
56,74.1611526,0.008815634,0.862771739,0.373547797,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
57,75.52986383,0.01218934,0.851902174,0.373856065,0.758196721,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
58,76.89993954,0.010892188,0.869565217,0.373794722,0.759221311,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
59,78.26143694,0.011925198,0.857336957,0.373801841,0.759221311,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
60,79.6290226,0.011119642,0.858695652,0.37332397,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
61,80.99729276,0.011376585,0.855638587,0.373231578,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
62,82.35814571,0.011367048,0.862771739,0.373103491,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
63,83.71990323,0.010942197,0.870923913,0.373238548,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
64,85.08359289,0.011696497,0.844769022,0.373054692,0.757172131,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
65,86.44963813,0.010010658,0.860394022,0.373304447,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
66,87.8238647,0.010595727,0.862771739,0.373122994,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
67,89.1880672,0.011503606,0.859035326,0.373255894,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
68,90.55480099,0.011570234,0.85767663,0.373480311,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
69,91.91644621,0.010897641,0.862092391,0.373328825,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
70,93.2810986,0.012470748,0.8671875,0.373252319,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
71,94.64835358,0.01140736,0.856657609,0.373370451,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
72,96.01548862,0.011211352,0.860054348,0.373369284,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
73,97.34792542,0.009366789,0.860054348,0.373377729,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
74,98.6494863,0.00977427,0.856997283,0.373375275,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
75,99.95057654,0.012138361,0.856997283,0.37349069,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
76,101.2509043,0.009519338,0.856657609,0.373420423,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
77,102.5581872,0.01173003,0.854619565,0.373412541,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
78,103.8657744,0.011360808,0.850883152,0.373486312,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
79,105.1709552,0.011434397,0.854619565,0.373439379,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
80,106.4796548,0.012217607,0.854279891,0.373509356,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
81,107.7844019,0.010955025,0.85767663,0.373530456,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
82,109.0863061,0.010963164,0.859714674,0.373545709,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
83,110.3960071,0.009284366,0.846807065,0.373541916,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
84,111.7038035,0.010040466,0.855298913,0.373536891,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
85,113.0076571,0.011773708,0.862092391,0.373557457,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
86,114.3111279,0.012288173,0.855978261,0.373574978,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
87,115.616996,0.008662014,0.852241848,0.373570155,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
88,116.9202514,0.010581181,0.856317935,0.373563793,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
89,118.2282071,0.01350864,0.848165761,0.373568045,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
90,119.5345736,0.013293399,0.855978261,0.373597302,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
91,120.8393323,0.010650608,0.854279891,0.37357848,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
92,122.1468518,0.01265428,0.856997283,0.373566743,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
93,123.4532812,0.010646896,0.85326087,0.373585248,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
94,124.7616749,0.009465232,0.863111413,0.373582906,0.756147541,CNN_b,CNN_b,FordA,0.2,0.2,False,True,0,,16,16,0,16,BCEE,Correctness,SGD,0.0005,0.9,0.0,LambdaLR,0.0,0.9,500.0,True,100,0,True,,,,,
